network_packet_rate,sampling_latency,packet_loss_rate,smart_contract_violation,threat_label
319.96,101.59,0.005,0,0
161.76,68.13,0.005,0,0
316.45,72.47,0.006,0,0
287.33,36.84,0.01,0,0
208.18,112.17,0.006,0,0
292.2,82.63,0.005,0,0
201.56,94.22,0.008,0,0
243.65,34.05,0.014,0,0
248.07,106.77,0.014,0,0
157.52,76.42,0.02,0,0
288.81,112.33,0.019,0,0
234.17,28.74,0.008,0,0
260.17,62.69,0.001,0,0
321.18,41.47,0.015,0,0
218.92,24.78,0.007,0,0
296.18,94.86,0.005,0,0
199.19,104.69,0.006,0,0
209.15,105.51,0.015,0,0
175.85,104.73,0.011,0,0
187.58,95.33,0.0,0,0
242.52,31.15,0.013,0,0
262.88,80.75,0.014,0,0
272.96,55.21,0.017,0,0
162.73,50.5,0.012,0,0
285.32,82.44,0.004,0,0
196.06,115.81,0.015,0,0
244.14,78.54,0.001,0,0
319.12,114.79,0.016,0,0
262.83,46.48,0.012,0,0
212.23,47.06,0.012,0,0
329.22,117.67,0.001,0,0
334.16,103.43,0.02,0,0
336.71,77.08,0.016,0,0
291.9,42.0,0.008,0,0
223.62,60.36,0.006,0,0
231.41,85.23,0.009,0,0
349.89,101.3,0.018,0,0
251.54,62.47,0.01,0,0
261.16,66.24,0.018,0,0
302.12,46.05,0.008,0,0
292.53,35.71,0.01,1,1
165.3,31.18,0.011,0,0
267.58,25.74,0.008,0,0
205.51,20.24,0.019,0,0
154.97,63.36,0.004,0,0
173.21,95.48,0.012,0,0
298.14,57.35,0.004,0,0
173.35,96.03,0.003,0,0
325.35,50.04,0.007,0,0
522.27,311.4,0.112,1,1
178.05,63.92,0.011,0,0
235.28,99.68,0.009,0,0
259.28,87.34,0.005,0,0
283.68,107.26,0.006,0,0
265.44,47.82,0.009,0,0
160.33,51.13,0.018,0,0
184.11,85.39,0.007,0,0
237.55,117.62,0.015,0,0
281.43,109.82,0.005,0,0
216.58,119.79,0.018,0,0
294.87,118.05,0.017,0,0
325.68,93.11,0.012,0,0
348.86,118.38,0.01,0,0
318.84,91.08,0.001,0,0
159.2,100.25,0.019,0,0
303.45,116.03,0.019,0,0
181.52,103.78,0.003,0,0
303.74,100.3,0.012,0,0
328.3,78.37,0.018,0,0
254.5,43.51,0.019,0,0
263.12,42.91,0.017,0,0
235.52,30.49,0.02,0,0
172.94,112.82,0.013,0,0
287.87,113.94,0.015,0,0
211.01,115.6,0.014,0,0
234.04,73.58,0.009,0,0
168.68,85.09,0.019,0,0
152.41,115.0,0.008,0,0
334.54,50.74,0.009,0,0
349.16,69.79,0.005,0,0
327.6,55.92,0.018,0,0
194.43,85.74,0.015,0,0
266.35,32.65,0.007,0,0
176.07,26.53,0.003,0,0
216.34,51.19,0.01,0,0
162.25,101.04,0.002,0,0
155.36,35.91,0.01,0,0
271.57,24.0,0.012,0,0
161.5,38.13,0.008,0,0
190.94,70.94,0.012,0,0
197.26,112.03,0.02,0,0
216.77,90.89,0.012,0,0
258.96,38.08,0.014,0,0
278.25,61.85,0.015,0,0
201.19,33.81,0.016,0,0
284.63,48.02,0.007,0,0
201.11,117.73,0.013,0,0
315.41,107.97,0.014,0,0
341.68,95.7,0.017,0,0
172.2,46.99,0.01,0,0
179.43,118.18,0.019,0,0
182.6,115.97,0.013,0,0
348.9,89.08,0.006,0,0
238.16,40.99,0.005,0,0
203.49,57.6,0.003,0,0
191.39,67.02,0.018,0,0
329.66,92.02,0.008,0,0
245.08,58.2,0.019,0,0
308.15,49.03,0.001,0,0
150.88,100.4,0.016,0,0
300.92,36.05,0.015,0,0
172.39,75.64,0.012,0,0
275.77,40.92,0.017,0,0
229.36,49.66,0.019,0,0
311.41,100.25,0.014,0,0
208.64,38.23,0.008,0,0
296.41,111.31,0.014,0,0
219.76,50.84,0.006,0,0
287.7,94.41,0.001,0,0
165.19,74.43,0.0,0,0
274.33,24.23,0.011,0,0
163.46,65.97,0.014,0,0
227.23,20.34,0.015,0,0
286.16,55.82,0.016,0,0
297.12,65.33,0.006,0,0
344.06,39.97,0.004,0,0
324.73,60.38,0.003,0,0
269.68,81.01,0.007,0,0
345.0,35.28,0.018,0,0
191.44,55.7,0.013,0,0
210.42,341.14,0.012,0,1
323.94,102.6,0.008,0,0
289.55,78.75,0.011,0,0
193.1,65.32,0.016,0,0
232.77,25.64,0.012,0,0
252.46,83.33,0.014,0,0
331.71,32.0,0.019,0,0
186.42,64.11,0.006,0,0
189.01,32.79,0.006,0,0
252.43,90.55,0.008,0,0
202.97,106.65,0.011,0,0
340.04,33.09,0.003,0,0
183.72,48.81,0.001,0,0
269.75,64.57,0.0,0,0
328.95,86.66,0.003,0,0
190.65,85.55,0.005,0,0
333.64,65.03,0.017,0,0
167.48,72.44,0.012,0,0
166.5,106.25,0.012,0,0
282.11,60.59,0.008,0,0
236.26,26.6,0.019,0,0
218.02,63.81,0.012,0,0
182.64,59.54,0.013,0,0
260.32,44.58,0.007,0,0
309.56,70.6,0.002,0,0
288.02,104.29,0.001,0,0
268.69,109.2,0.019,0,0
168.17,83.81,0.005,0,0
287.54,85.1,0.005,0,0
196.18,91.26,0.003,0,0
266.96,65.72,0.007,0,0
289.45,94.7,0.015,0,0
331.66,77.96,0.01,0,0
286.83,82.08,0.011,0,0
235.83,60.72,0.017,0,0
238.24,75.22,0.011,0,0
333.62,109.65,0.018,0,0
200.37,96.44,0.008,0,0
314.71,77.17,0.006,0,0
330.68,46.88,0.007,0,0
193.91,83.69,0.0,0,0
201.49,61.15,0.01,0,0
260.22,34.55,0.005,0,0
217.19,70.11,0.01,0,0
225.37,54.43,0.015,0,0
301.96,50.02,0.002,0,0
308.15,26.66,0.001,0,0
251.09,30.2,0.001,0,0
243.31,108.84,0.003,0,0
244.74,87.54,0.014,0,0
317.14,68.53,0.015,0,0
321.99,73.28,0.015,0,0
214.57,67.55,0.0,0,0
225.35,72.99,0.005,0,0
242.97,78.66,0.009,0,0
265.27,65.23,0.009,0,0
229.07,88.28,0.009,0,0
270.64,37.47,0.012,0,0
320.07,101.74,0.019,0,0
287.44,54.26,0.019,0,0
285.12,42.73,0.007,0,0
207.3,240.05,0.005,0,1
197.11,62.57,0.018,0,0
277.37,25.1,0.001,0,0
176.55,62.4,0.015,0,0
205.01,74.46,0.007,0,0
155.49,97.06,0.018,0,0
229.15,94.19,0.003,0,0
229.86,35.26,0.002,0,0
261.58,66.1,0.015,0,0
185.87,116.32,0.012,0,0
188.89,104.77,0.011,0,0
338.34,113.53,0.006,0,0
236.61,65.34,0.015,0,0
238.85,116.84,0.015,0,0
214.6,63.65,0.004,0,0
196.13,70.07,0.011,0,0
238.52,32.74,0.002,0,0
223.23,24.64,0.007,0,0
272.26,93.3,0.018,0,0
314.9,84.65,0.007,0,0
246.47,78.5,0.015,0,0
221.72,115.36,0.007,0,0
290.76,85.57,0.009,0,0
265.89,106.77,0.018,0,0
291.57,53.88,0.005,0,0
278.79,46.0,0.02,0,0
309.32,38.3,0.008,0,0
156.71,107.92,0.005,0,0
332.51,43.88,0.002,0,0
218.21,81.71,0.003,0,0
212.78,54.87,0.002,0,0
319.01,32.77,0.007,0,0
308.11,65.8,0.019,0,0
275.09,111.09,0.001,0,0
346.23,77.77,0.007,0,0
301.45,41.43,0.002,0,0
345.83,111.7,0.007,0,0
327.44,65.05,0.017,0,0
184.04,78.67,0.017,0,0
155.83,43.23,0.01,0,0
330.21,85.1,0.0,0,0
334.5,68.17,0.018,0,0
264.75,95.13,0.013,0,0
295.36,34.1,0.019,0,0
182.0,116.94,0.005,0,0
310.02,43.62,0.007,0,0
196.14,55.88,0.016,0,0
184.5,69.22,0.001,0,0
253.75,68.02,0.008,0,0
166.97,56.5,0.014,0,0
269.96,37.85,0.005,0,0
215.35,58.77,0.008,0,0
233.63,111.92,0.005,0,0
318.02,66.63,0.018,0,0
313.18,87.03,0.014,0,0
296.71,91.64,0.019,0,0
152.86,91.63,0.008,0,0
196.3,59.72,0.012,0,0
154.44,91.36,0.004,0,0
154.23,107.05,0.016,0,0
253.96,108.44,0.012,0,0
301.9,89.53,0.001,0,0
172.24,62.39,0.006,0,0
271.82,111.91,0.017,0,0
271.38,23.16,0.008,0,0
317.88,50.47,0.004,0,0
180.14,20.33,0.012,0,0
326.14,82.46,0.002,0,0
275.8,118.84,0.002,0,0
294.0,117.39,0.012,0,0
248.97,119.94,0.018,0,0
295.57,37.75,0.007,0,0
276.97,35.04,0.005,0,0
306.19,58.75,0.087,0,1
177.24,34.21,0.0,0,0
341.2,69.44,0.006,0,0
201.79,64.27,0.009,0,0
150.0,55.17,0.016,0,0
298.64,57.22,0.017,0,0
188.49,103.54,0.01,0,0
245.24,73.07,0.004,0,0
254.09,65.75,0.007,0,0
311.14,86.76,0.007,0,0
322.92,79.54,0.003,0,0
218.46,24.64,0.02,0,0
273.09,98.14,0.017,0,0
183.77,30.36,0.013,0,0
163.79,83.75,0.016,0,0
153.41,61.26,0.015,0,0
318.69,25.4,0.01,0,0
342.6,112.71,0.018,0,0
321.54,108.06,0.014,0,0
156.24,90.93,0.018,0,0
241.26,79.27,0.01,0,0
154.18,43.34,0.018,0,0
174.97,102.47,0.013,0,0
158.34,96.75,0.001,0,0
301.56,80.94,0.003,0,0
323.86,63.96,0.012,0,0
248.98,103.73,0.018,0,0
326.65,61.63,0.018,0,0
158.12,32.42,0.009,0,0
176.64,56.12,0.007,0,0
247.01,74.5,0.019,0,0
328.52,29.42,0.001,0,0
251.94,22.21,0.009,0,0
175.95,98.32,0.003,0,0
280.57,31.55,0.004,0,0
185.26,86.69,0.013,0,0
227.99,44.04,0.019,0,0
300.8,105.78,0.018,0,0
172.06,118.02,0.019,0,0
178.23,47.49,0.015,0,0
577.92,115.15,0.02,0,1
259.29,24.04,0.001,0,0
294.74,103.12,0.017,0,0
279.23,55.62,0.013,0,0
178.51,35.95,0.017,0,0
224.71,91.28,0.003,0,0
168.16,76.53,0.001,0,0
271.43,110.37,0.019,0,0
263.31,61.21,0.012,0,0
322.51,113.03,0.005,0,0
252.07,42.79,0.002,0,0
251.22,31.04,0.015,0,0
334.55,87.49,0.015,0,0
248.46,58.1,0.013,0,0
271.91,107.63,0.001,1,1
171.42,62.46,0.001,0,0
258.36,39.19,0.01,0,0
244.68,39.67,0.0,0,0
256.6,24.22,0.02,0,0
176.35,28.08,0.003,0,0
255.29,45.58,0.006,0,0
309.65,46.1,0.017,0,0
249.22,90.9,0.012,0,0
161.39,69.72,0.006,0,0
150.88,26.15,0.009,0,0
349.74,51.56,0.005,0,0
239.45,95.64,0.006,0,0
265.8,25.01,0.001,0,0
299.65,66.77,0.008,0,0
330.41,50.56,0.014,0,0
315.57,97.67,0.011,0,0
260.18,84.24,0.018,0,0
157.84,76.83,0.007,0,0
331.74,85.73,0.002,0,0
318.89,93.04,0.001,0,0
305.1,66.89,0.003,0,0
185.55,70.97,0.015,0,0
179.44,96.13,0.014,0,0
191.54,28.34,0.002,0,0
186.35,108.53,0.016,0,0
199.64,20.22,0.009,0,0
344.27,59.08,0.007,0,0
321.05,24.6,0.008,0,0
271.81,87.57,0.007,0,0
249.16,60.12,0.015,0,0
234.05,33.05,0.006,0,0
331.5,87.77,0.012,0,0
273.98,88.27,0.016,0,0
168.21,92.86,0.015,0,0
271.63,83.97,0.005,0,0
264.47,104.61,0.015,0,0
241.72,39.58,0.014,0,0
273.74,83.45,0.009,0,0
311.33,103.94,0.017,0,0
270.73,88.43,0.011,0,0
216.05,58.23,0.006,0,0
225.57,41.73,0.016,0,0
299.66,119.16,0.015,0,0
325.17,86.85,0.011,0,0
305.77,34.58,0.002,0,0
229.36,87.9,0.013,0,0
192.58,47.5,0.016,0,0
327.98,118.0,0.0,0,0
272.84,67.35,0.004,0,0
285.65,95.42,0.017,0,0
255.74,46.08,0.002,0,0
239.75,53.95,0.019,0,0
192.3,61.18,0.012,0,0
155.59,116.77,0.019,0,0
239.92,77.88,0.005,0,0
165.13,73.04,0.005,0,0
162.65,54.56,0.001,0,0
295.99,87.47,0.001,0,0
203.79,21.32,0.006,0,0
260.52,68.43,0.012,0,0
155.97,100.4,0.002,0,0
344.44,90.4,0.005,0,0
241.44,82.9,0.012,0,0
236.36,59.62,0.019,0,0
291.59,81.83,0.02,0,0
174.81,102.99,0.015,0,0
282.73,118.79,0.002,0,0
278.42,59.81,0.014,0,0
295.16,96.93,0.016,0,0
212.81,86.8,0.004,0,0
189.19,104.27,0.013,0,0
214.11,110.29,0.011,0,0
248.09,99.04,0.012,0,0
336.42,52.55,0.006,0,0
201.99,60.33,0.008,0,0
285.77,43.57,0.002,0,0
230.16,74.65,0.015,0,0
340.23,97.14,0.015,0,0
244.87,107.63,0.004,0,0
151.82,96.29,0.004,0,0
341.17,96.93,0.005,0,0
292.55,34.14,0.003,0,0
239.31,94.9,0.014,0,0
222.79,86.79,0.009,0,0
253.97,61.44,0.016,0,0
232.76,50.49,0.01,0,0
330.22,54.62,0.017,0,0
150.01,88.7,0.019,0,0
333.41,103.94,0.009,0,0
263.39,30.96,0.019,0,0
333.07,106.9,0.006,0,0
348.09,71.74,0.017,0,0
305.42,20.96,0.002,0,0
172.91,82.38,0.01,0,0
162.83,91.93,0.006,0,0
300.48,68.26,0.005,0,0
263.09,96.64,0.018,0,0
168.57,39.74,0.015,0,0
190.11,107.61,0.003,0,0
261.12,64.28,0.017,0,0
288.42,49.8,0.002,0,0
152.31,58.0,0.012,0,0
305.32,62.47,0.002,0,0
192.61,82.51,0.006,0,0
291.22,26.05,0.018,0,0
261.44,105.88,0.005,0,0
342.97,97.44,0.005,0,0
215.05,58.0,0.003,0,0
197.39,34.49,0.015,0,0
187.16,29.7,0.002,0,0
307.29,114.27,0.014,0,0
345.12,97.81,0.005,0,0
153.82,111.37,0.013,0,0
193.93,110.38,0.01,0,0
282.75,117.62,0.003,0,0
348.62,51.97,0.016,0,0
335.42,104.83,0.015,0,0
319.94,24.64,0.01,0,0
283.97,36.42,0.011,0,0
277.61,90.8,0.001,0,0
207.94,38.86,0.003,0,0
339.78,89.75,0.015,0,0
265.64,96.0,0.019,0,0
255.77,82.36,0.017,0,0
292.81,82.14,0.014,0,0
263.0,24.79,0.018,0,0
310.04,63.83,0.018,0,0
225.79,34.88,0.012,0,0
323.0,48.13,0.008,0,0
251.61,39.28,0.011,0,0
273.16,119.23,0.013,0,0
298.61,115.54,0.013,0,0
281.27,52.84,0.017,0,0
159.8,84.31,0.009,0,0
287.44,83.49,0.017,0,0
339.49,58.01,0.003,0,0
206.56,53.93,0.015,0,0
167.62,59.16,0.011,0,0
208.41,72.61,0.005,0,0
160.43,94.12,0.016,0,0
200.0,53.64,0.017,0,0
296.4,88.63,0.01,0,0
298.16,92.2,0.018,0,0
248.0,95.13,0.0,0,0
319.02,75.64,0.012,0,0
199.99,37.83,0.013,0,0
286.92,87.36,0.0,0,0
331.33,28.37,0.016,0,0
278.43,74.9,0.011,0,0
198.29,100.64,0.009,0,0
170.42,61.34,0.015,0,0
187.65,40.37,0.003,0,0
305.65,62.15,0.011,0,0
234.28,101.16,0.006,0,0
263.82,86.71,0.008,0,0
293.08,109.18,0.015,0,0
231.26,75.06,0.008,0,0
158.36,59.85,0.011,0,0
156.14,44.0,0.011,0,0
153.01,117.28,0.02,0,0
284.72,57.98,0.001,0,0
343.72,112.09,0.016,0,0
175.73,100.21,0.007,0,0
267.83,28.01,0.007,0,0
227.92,29.2,0.008,0,0
328.0,67.11,0.007,0,0
152.04,76.83,0.017,0,0
328.6,104.86,0.005,0,0
205.72,31.94,0.012,0,0
171.2,76.1,0.01,0,0
264.16,53.09,0.017,0,0
194.14,80.14,0.002,0,0
284.8,80.62,0.013,0,0
280.11,81.14,0.008,0,0
248.52,47.87,0.013,0,0
253.94,22.31,0.008,0,0
343.59,95.97,0.001,0,0
286.82,66.54,0.016,0,0
344.25,61.09,0.005,0,0
302.27,38.54,0.012,0,0
276.29,78.36,0.008,0,0
152.58,64.16,0.014,0,0
255.49,53.55,0.008,0,0
298.9,111.88,0.01,0,0
291.64,50.1,0.013,0,0
272.53,79.31,0.006,0,0
168.46,98.66,0.004,0,0
293.75,26.28,0.016,0,0
226.34,117.54,0.003,0,0
205.76,49.23,0.006,0,0
214.84,105.05,0.003,0,0
219.75,76.05,0.004,0,0
233.72,45.4,0.005,0,0
269.29,89.19,0.012,0,0
226.65,83.01,0.005,0,0
253.91,25.87,0.008,0,0
242.4,21.06,0.014,0,0
271.45,72.11,0.017,0,0
287.41,32.85,0.0,0,0
203.0,112.15,0.001,0,0
286.18,100.82,0.001,0,0
346.18,50.32,0.004,0,0
302.89,21.29,0.019,0,0
195.75,40.97,0.013,0,0
187.76,46.92,0.016,0,0
323.77,76.19,0.019,0,0
212.74,29.94,0.018,0,0
297.84,75.64,0.014,0,0
294.53,114.33,0.005,0,0
165.04,109.21,0.002,0,0
203.92,33.07,0.016,0,0
275.62,55.39,0.012,0,0
266.1,83.39,0.015,0,0
212.04,21.16,0.0,0,0
183.52,49.93,0.01,0,0
211.22,43.37,0.014,0,0
256.05,53.41,0.007,0,0
223.79,75.77,0.006,0,0
340.82,58.36,0.003,0,0
307.46,36.07,0.002,0,0
171.09,96.39,0.009,0,0
345.34,27.3,0.015,0,0
234.13,100.08,0.006,0,0
158.59,108.4,0.006,0,0
306.57,50.11,0.011,0,0
151.99,112.65,0.01,0,0
312.63,31.71,0.002,0,0
314.71,85.76,0.013,0,0
321.62,54.01,0.006,0,0
325.5,59.06,0.015,0,0
319.06,80.26,0.008,0,0
168.48,94.58,0.019,0,0
285.95,76.16,0.014,0,0
182.33,72.63,0.013,0,0
259.6,102.33,0.012,0,0
274.77,44.02,0.019,0,0
240.46,20.08,0.009,0,0
280.7,26.56,0.011,0,0
169.2,99.04,0.003,0,0
194.4,45.54,0.017,0,0
178.6,67.28,0.002,0,0
348.45,81.79,0.007,0,0
319.52,60.41,0.02,0,0
344.92,105.14,0.003,0,0
161.63,42.35,0.015,0,0
180.24,79.54,0.018,0,0
232.39,86.28,0.003,0,0
288.08,97.32,0.001,0,0
199.46,48.79,0.016,0,0
335.19,87.39,0.013,0,0
267.27,74.1,0.002,0,0
169.62,61.13,0.011,0,0
154.75,61.6,0.008,0,0
234.23,96.76,0.02,0,0
344.93,62.39,0.013,0,0
200.44,110.62,0.013,0,0
205.97,35.45,0.002,0,0
204.31,85.87,0.012,0,0
257.84,118.54,0.019,0,0
297.37,442.36,0.005,0,1
188.46,25.58,0.018,0,0
252.4,70.28,0.005,0,0
299.14,89.67,0.016,0,0
242.68,37.7,0.012,0,0
263.71,58.0,0.007,0,0
332.73,84.32,0.006,0,0
241.99,43.8,0.016,0,0
162.68,70.89,0.001,0,0
299.48,32.52,0.019,0,0
316.79,70.07,0.01,0,0
301.74,43.62,0.002,0,0
245.93,115.66,0.007,0,0
220.68,115.3,0.005,0,0
318.76,44.26,0.018,0,0
345.93,63.12,0.018,0,0
338.98,104.67,0.015,0,0
231.89,50.38,0.015,0,0
284.57,93.89,0.014,0,0
225.43,105.46,0.0,0,0
247.33,51.77,0.002,0,0
169.91,63.91,0.008,0,0
151.37,107.12,0.005,0,0
334.71,80.37,0.018,0,0
249.0,98.44,0.012,0,0
191.74,58.8,0.007,0,0
294.59,59.23,0.01,0,0
224.61,89.6,0.007,0,0
266.86,102.85,0.014,0,0
202.18,36.01,0.019,0,0
201.67,100.45,0.009,0,0
233.14,42.1,0.018,0,0
192.1,44.66,0.007,0,0
242.87,28.17,0.009,0,0
321.82,86.22,0.004,0,0
183.15,80.36,0.005,0,0
155.21,79.0,0.01,0,0
300.99,100.67,0.011,0,0
238.83,31.22,0.011,0,0
183.21,73.07,0.017,0,0
341.31,24.45,0.008,0,0
240.25,81.28,0.012,0,0
326.27,82.35,0.019,0,0
176.6,32.48,0.013,0,0
339.52,38.63,0.015,0,0
212.91,60.87,0.008,0,0
178.33,77.96,0.007,0,0
349.9,51.57,0.001,0,0
317.83,50.96,0.009,0,0
226.32,67.02,0.019,0,0
307.07,31.62,0.002,0,0
253.63,23.08,0.008,0,0
186.34,110.64,0.008,0,0
243.55,90.3,0.003,0,0
197.6,22.24,0.015,0,0
292.6,71.86,0.019,0,0
196.15,56.24,0.016,0,0
184.77,51.43,0.007,0,0
179.48,63.54,0.018,0,0
338.34,62.5,0.008,0,0
299.03,77.3,0.005,0,0
182.12,105.63,0.002,0,0
338.22,57.74,0.019,0,0
335.89,27.46,0.003,0,0
301.15,22.99,0.008,0,0
313.76,77.3,0.018,0,0
221.14,79.29,0.018,0,0
301.32,95.51,0.018,0,0
333.95,79.89,0.0,0,0
260.37,88.68,0.0,0,0
332.11,103.19,0.018,0,0
151.32,97.06,0.017,0,0
304.75,66.76,0.006,0,0
208.72,118.78,0.014,0,0
217.6,51.88,0.005,0,0
292.97,38.29,0.01,0,0
332.03,91.95,0.013,0,0
188.33,90.2,0.003,0,0
349.95,115.49,0.011,0,0
181.4,55.11,0.007,0,0
311.52,96.56,0.011,0,0
159.01,24.84,0.019,0,0
307.72,90.93,0.005,0,0
307.17,37.39,0.015,0,0
210.0,47.59,0.003,0,0
214.69,47.34,0.018,0,0
184.02,99.53,0.014,0,0
177.63,81.31,0.015,0,0
348.49,109.12,0.004,0,0
318.94,55.96,0.02,0,0
272.11,89.78,0.015,0,0
163.51,117.4,0.016,0,0
278.78,28.96,0.011,0,0
176.01,53.86,0.02,0,0
225.6,68.29,0.01,0,0
270.11,25.26,0.011,0,0
301.96,118.05,0.013,0,0
190.04,35.19,0.014,0,0
239.85,40.77,0.018,0,0
331.72,21.89,0.011,0,0
237.44,96.85,0.001,0,0
216.89,76.55,0.002,0,0
151.84,29.06,0.0,0,0
326.83,74.24,0.017,0,0
215.05,52.39,0.002,0,0
157.04,87.95,0.006,0,0
320.44,78.72,0.011,0,0
306.33,34.06,0.012,0,0
214.05,89.43,0.008,0,0
249.77,71.78,0.005,0,0
336.36,68.41,0.01,0,0
300.83,63.55,0.009,0,0
241.28,57.14,0.008,0,0
274.79,68.53,0.01,0,0
207.74,78.5,0.013,0,0
290.37,23.14,0.0,0,0
341.37,53.58,0.008,0,0
288.6,51.59,0.007,0,0
247.74,91.59,0.007,0,0
286.64,43.62,0.006,0,0
223.46,50.96,0.018,0,0
255.49,107.67,0.018,0,0
157.0,54.31,0.016,0,0
335.84,93.89,0.006,0,0
288.53,62.16,0.017,0,0
245.42,86.46,0.01,0,0
224.18,117.07,0.011,0,0
237.55,49.0,0.017,0,0
223.82,114.82,0.012,0,0
216.15,95.11,0.012,0,0
204.76,59.64,0.011,0,0
291.83,32.25,0.01,0,0
182.55,62.98,0.005,0,0
156.7,55.78,0.013,0,0
343.78,74.73,0.013,0,0
202.73,107.74,0.015,0,0
166.45,107.65,0.009,0,0
301.05,102.61,0.004,0,0
223.67,46.42,0.011,0,0
293.04,74.69,0.003,0,0
314.08,84.06,0.006,0,0
272.76,37.0,0.011,0,0
303.04,72.09,0.001,0,0
229.23,72.25,0.007,0,0
151.63,101.12,0.019,0,0
309.28,114.65,0.008,0,0
243.1,27.39,0.016,0,0
169.53,63.37,0.009,0,0
241.84,119.04,0.016,0,0
297.06,88.75,0.011,0,0
163.35,101.59,0.019,0,0
285.91,25.42,0.007,0,0
308.28,43.7,0.019,0,0
179.52,94.9,0.008,0,0
331.02,60.23,0.012,0,0
152.42,105.37,0.008,0,0
177.56,119.31,0.007,0,0
201.63,54.85,0.002,0,0
167.13,48.99,0.008,0,0
173.7,47.08,0.019,0,0
184.19,46.69,0.006,0,0
240.67,70.83,0.016,0,0
341.22,26.83,0.012,0,0
265.8,25.43,0.018,0,0
179.98,55.07,0.009,0,0
327.23,87.92,0.004,0,0
178.26,41.11,0.008,0,0
328.95,74.33,0.02,0,0
240.51,103.62,0.015,0,0
169.74,94.89,0.014,0,0
325.05,57.35,0.016,0,0
191.12,272.58,0.007,0,1
228.26,40.97,0.017,0,0
208.48,53.1,0.014,0,0
270.98,73.59,0.002,0,0
173.42,23.82,0.002,0,0
304.24,71.02,0.003,0,0
239.51,33.64,0.002,0,0
172.52,98.48,0.005,0,0
184.82,64.93,0.003,0,0
189.95,79.11,0.005,0,0
185.74,95.87,0.015,0,0
298.39,68.99,0.012,0,0
309.42,115.93,0.005,0,0
179.65,23.39,0.001,0,0
312.96,47.43,0.001,0,0
347.31,112.48,0.015,0,0
162.06,116.22,0.008,0,0
221.98,24.77,0.02,0,0
176.51,68.34,0.006,0,0
224.41,64.81,0.002,0,0
192.06,52.02,0.02,0,0
175.55,111.96,0.01,0,0
270.28,56.04,0.007,0,0
339.98,101.97,0.013,0,0
179.92,22.8,0.019,0,0
204.77,37.82,0.016,0,0
238.67,58.48,0.004,0,0
571.22,115.96,0.013,0,1
186.92,88.36,0.011,0,0
284.88,25.76,0.009,0,0
266.79,108.27,0.009,0,0
167.23,95.97,0.016,0,0
163.6,25.49,0.012,0,0
295.12,93.49,0.015,0,0
157.36,77.81,0.018,0,0
151.27,62.03,0.014,0,0
341.76,105.86,0.01,0,0
181.84,113.14,0.008,0,0
340.96,39.91,0.006,0,0
257.81,99.76,0.002,0,0
284.98,50.03,0.017,0,0
307.01,118.74,0.008,0,0
225.99,49.65,0.017,0,0
284.25,115.96,0.019,0,0
157.47,28.32,0.01,0,0
315.91,95.45,0.006,0,0
205.43,92.9,0.011,0,0
167.75,31.25,0.005,0,0
299.85,72.84,0.003,0,0
246.65,57.75,0.005,0,0
340.15,109.72,0.013,0,0
284.2,26.46,0.01,0,0
269.15,23.38,0.008,0,0
199.64,67.09,0.013,0,0
189.54,75.02,0.004,0,0
153.58,68.57,0.015,0,0
164.61,59.57,0.003,0,0
297.66,113.83,0.012,0,0
290.35,87.6,0.02,0,0
276.69,50.85,0.018,0,0
342.25,50.9,0.005,0,0
258.98,67.01,0.019,0,0
199.55,87.84,0.019,0,0
230.3,20.19,0.002,0,0
221.22,40.0,0.012,0,0
299.8,28.14,0.02,0,0
184.46,35.29,0.013,0,0
181.55,49.76,0.012,0,0
186.52,62.31,0.014,0,0
189.42,116.98,0.005,0,0
332.12,83.42,0.02,0,0
164.76,105.5,0.017,0,0
175.79,87.55,0.005,0,0
276.16,39.86,0.003,0,0
168.87,48.0,0.0,0,0
297.86,113.12,0.01,0,0
289.08,32.71,0.014,0,0
219.87,71.72,0.006,0,0
323.26,26.97,0.002,0,0
156.5,50.35,0.002,0,0
195.68,45.78,0.018,0,0
325.86,49.26,0.012,0,0
340.6,116.63,0.004,0,0
167.22,73.91,0.018,0,0
309.27,36.24,0.008,0,0
227.85,93.32,0.013,0,0
155.11,63.52,0.02,0,0
349.88,76.49,0.015,0,0
250.84,83.23,0.004,0,0
312.09,102.68,0.005,0,0
285.66,118.01,0.008,0,0
280.47,56.26,0.003,0,0
321.26,40.18,0.005,0,0
184.95,85.53,0.007,0,0
230.11,30.23,0.016,0,0
297.5,26.2,0.018,0,0
183.9,110.46,0.013,0,0
306.01,28.85,0.006,0,0
171.81,104.94,0.009,0,0
182.99,94.72,0.005,0,0
177.26,31.42,0.004,0,0
331.77,89.31,0.016,0,0
270.47,51.2,0.016,0,0
212.1,115.67,0.013,0,0
302.72,23.55,0.009,0,0
225.33,56.79,0.001,0,0
246.05,67.33,0.017,0,0
219.47,38.71,0.003,0,0
320.11,78.8,0.001,0,0
188.82,63.33,0.014,0,0
233.78,92.38,0.004,0,0
266.51,109.64,0.013,0,0
260.83,106.76,0.015,0,0
197.73,85.73,0.001,0,0
294.62,100.42,0.009,0,0
300.43,34.82,0.002,0,0
283.85,74.57,0.002,0,0
177.62,112.52,0.012,0,0
268.85,58.96,0.019,0,0
158.1,46.86,0.019,0,0
174.62,112.85,0.02,0,0
182.35,68.1,0.003,0,0
336.87,106.92,0.001,0,0
